original_mRNAID	new_ID
SRR25583605_FUN_000744-T1	SRR25583605_HRK1
SRR25583605_FUN_000745-T1	SRR25583605_sof1
SRR25583605_FUN_000747-T1	SRR25583605_GLR1
SRR25583605_FUN_000749-T1	SRR25583605_CLP1
SRR25583605_FUN_000750-T1	SRR25583605_RRD2
SRR25583605_FUN_000752-T1	SRR25583605_ESA1
SRR25583605_FUN_000753-T1	SRR25583605_PRP46
SRR25583605_FUN_000755-T1	SRR25583605_UBC12
SRR25583605_FUN_000757-T1	SRR25583605_SOL1
SRR25583605_FUN_000760-T1	SRR25583605_PLP2
SRR25583605_FUN_000762-T1	SRR25583605_CYC1
SRR25583605_FUN_000763-T1	SRR25583605_STV1
SRR25583605_FUN_000764-T1	SRR25583605_HRD3
SRR25583605_FUN_000765-T1	SRR25583605_dna2
SRR25583605_FUN_000766-T1	SRR25583605_NOP58
SRR25583605_FUN_000767-T1	SRR25583605_GAP1_1
SRR25583605_FUN_000768-T1	SRR25583605_GAP1_2
SRR25583605_FUN_000769-T1	SRR25583605_lsm8
SRR25583605_FUN_000770-T1	SRR25583605_MDE1
SRR25583605_FUN_000772-T1	SRR25583605_BET2
SRR25583605_FUN_000773-T1	SRR25583605_DPB2
SRR25583605_FUN_000780-T1	SRR25583605_AMO2
SRR25583605_FUN_000782-T1	SRR25583605_AXL1
SRR25583605_FUN_000785-T1	SRR25583605_HDA3
SRR25583605_FUN_000787-T1	SRR25583605_SEC23
SRR25583605_FUN_000789-T1	SRR25583605_CKB1
SRR25583605_FUN_000790-T1	SRR25583605_GET1
SRR25583605_FUN_000791-T1	SRR25583605_HIR1
SRR25583605_FUN_000792-T1	SRR25583605_ARO8
SRR25583605_FUN_000793-T1	SRR25583605_CDH1
SRR25583605_FUN_000794-T1	SRR25583605_NUO24
SRR25583605_FUN_000795-T1	SRR25583605_STR3
SRR25583605_FUN_000796-T1	SRR25583605_RFA1
SRR25583605_FUN_000797-T1	SRR25583605_PDR6
SRR25583605_FUN_000799-T1	SRR25583605_ISA1
SRR25583605_FUN_000804-T1	SRR25583605_MOB1
SRR25583605_FUN_000805-T1	SRR25583605_NGL2
SRR25583605_FUN_000806-T1	SRR25583605_SEC20
SRR25583605_FUN_000808-T1	SRR25583605_NAB3
SRR25583605_FUN_000809-T1	SRR25583605_CDC37
SRR25583605_FUN_000814-T1	SRR25583605_taf2
SRR25583605_FUN_000816-T1	SRR25583605_ILS1
SRR25583605_FUN_000817-T1	SRR25583605_WDR6
SRR25583605_FUN_000818-T1	SRR25583605_GRE2_2
SRR25583605_FUN_000821-T1	SRR25583605_TPK2_1
SRR25583605_FUN_000822-T1	SRR25583605_ubx2
SRR25583605_FUN_000825-T1	SRR25583605_PEX3
SRR25583605_FUN_000829-T1	SRR25583605_IRE1
SRR25583605_FUN_000832-T1	SRR25583605_ERD1
SRR25583605_FUN_000834-T1	SRR25583605_mrpl3
SRR25583605_FUN_000835-T1	SRR25583605_PUR25
SRR25583605_FUN_000836-T1	SRR25583605_GSH1
SRR25583605_FUN_000837-T1	SRR25583605_SMI1_1
SRR25583605_FUN_000839-T1	SRR25583605_BNA6
SRR25583605_FUN_000840-T1	SRR25583605_ECO1
SRR25583605_FUN_000843-T1	SRR25583605_MTO1
SRR25583605_FUN_000847-T1	SRR25583605_HAP2
SRR25583605_FUN_004445-T1	SRR25583605_SAH1
SRR25583605_FUN_004446-T1	SRR25583605_RNY1_1
SRR25583605_FUN_004448-T1	SRR25583605_APL6
SRR25583605_FUN_004450-T1	SRR25583605_GPI16
SRR25583605_FUN_004451-T1	SRR25583605_BUB1
SRR25583605_FUN_004454-T1	SRR25583605_VTC4
SRR25583605_FUN_004457-T1	SRR25583605_KIN28
SRR25583605_FUN_004459-T1	SRR25583605_CCT3
SRR25583605_FUN_004461-T1	SRR25583605_DUN1
SRR25583605_FUN_004462-T1	SRR25583605_PHO2
SRR25583605_FUN_004464-T1	SRR25583605_ATG16
SRR25583605_FUN_004465-T1	SRR25583605_ADH1_2
SRR25583605_FUN_004466-T1	SRR25583605_GPI10
SRR25583605_FUN_004467-T1	SRR25583605_RIM13
SRR25583605_FUN_004468-T1	SRR25583605_OST3
SRR25583605_FUN_004474-T1	SRR25583605_HAS1
SRR25583605_FUN_004477-T1	SRR25583605_mug81
SRR25583605_FUN_004478-T1	SRR25583605_EFG1
SRR25583605_FUN_004479-T1	SRR25583605_RBG2
SRR25583605_FUN_004481-T1	SRR25583605_PUT2
SRR25583605_FUN_004490-T1	SRR25583605_HSR1
SRR25583605_FUN_004492-T1	SRR25583605_rhp51
SRR25583605_FUN_004493-T1	SRR25583605_mcl1
SRR25583605_FUN_004494-T1	SRR25583605_naa20
SRR25583605_FUN_004496-T1	SRR25583605_RIM9
SRR25583605_FUN_004499-T1	SRR25583605_KAR5
SRR25583605_FUN_004501-T1	SRR25583605_RCN1
SRR25583605_FUN_004502-T1	SRR25583605_CIC1
SRR25583605_FUN_004504-T1	SRR25583605_CTA8
SRR25583605_FUN_004506-T1	SRR25583605_ALA1
SRR25583605_FUN_004509-T1	SRR25583605_SNQ2_2
SRR25583605_FUN_004510-T1	SRR25583605_PHO80
SRR25583605_FUN_004512-T1	SRR25583605_mrpl7
SRR25583605_FUN_004514-T1	SRR25583605_PDS5
SRR25583605_FUN_004518-T1	SRR25583605_UTP23
SRR25583605_FUN_004519-T1	SRR25583605_RPA12
SRR25583605_FUN_004520-T1	SRR25583605_LIA1
SRR25583605_FUN_004521-T1	SRR25583605_CCT5
SRR25583605_FUN_004522-T1	SRR25583605_ARP3
SRR25583605_FUN_004523-T1	SRR25583605_TOR1
SRR25583605_FUN_004524-T1	SRR25583605_RCL1
SRR25583605_FUN_004525-T1	SRR25583605_TAF4
SRR25583605_FUN_004526-T1	SRR25583605_cnd1
SRR25583605_FUN_004527-T1	SRR25583605_ale1
SRR25583605_FUN_004528-T1	SRR25583605_HEM15
SRR25583605_FUN_004529-T1	SRR25583605_MED4
SRR25583605_FUN_004534-T1	SRR25583605_SWR1
SRR25583605_FUN_004535-T1	SRR25583605_VMA10
SRR25583605_FUN_004540-T1	SRR25583605_AIM14_2
SRR25583605_FUN_004542-T1	SRR25583605_eso1
SRR25583605_FUN_004543-T1	SRR25583605_PEX10
SRR25583605_FUN_004544-T1	SRR25583605_MNN10
SRR25583605_FUN_004545-T1	SRR25583605_SWI1
SRR25583605_FUN_004547-T1	SRR25583605_PEX5
SRR25583605_FUN_004548-T1	SRR25583605_HIS4
SRR25583605_FUN_004551-T1	SRR25583605_MDH2
SRR25583605_FUN_004552-T1	SRR25583605_CDC54
SRR25583605_FUN_004558-T1	SRR25583605_VPS10
SRR25583605_FUN_004562-T1	SRR25583605_PRP40
SRR25583605_FUN_004563-T1	SRR25583605_ARC19
SRR25583605_FUN_004564-T1	SRR25583605_DAL81
SRR25583605_FUN_004565-T1	SRR25583605_eng2
SRR25583605_FUN_004567-T1	SRR25583605_SWF1
SRR25583605_FUN_004571-T1	SRR25583605_TRM1
SRR25583605_FUN_004572-T1	SRR25583605_PLB1_2
SRR25583605_FUN_004574-T1	SRR25583605_CCE1
SRR25583605_FUN_004576-T1	SRR25583605_SEC11
SRR25583605_FUN_004580-T1	SRR25583605_POP1
SRR25583605_FUN_004581-T1	SRR25583605_SSU72
SRR25583605_FUN_004582-T1	SRR25583605_ATG4
SRR25583605_FUN_004583-T1	SRR25583605_SQS1
SRR25583605_FUN_004585-T1	SRR25583605_AIM23
SRR25583605_FUN_004586-T1	SRR25583605_GIN1
SRR25583605_FUN_004587-T1	SRR25583605_RIB1
SRR25583605_FUN_004588-T1	SRR25583605_NdufS8
SRR25583605_FUN_004589-T1	SRR25583605_CDR3_1
SRR25583605_FUN_004591-T1	SRR25583605_BAT2
SRR25583605_FUN_004592-T1	SRR25583605_HYM1
SRR25583605_FUN_004593-T1	SRR25583605_VPS36
SRR25583605_FUN_004594-T1	SRR25583605_DUR3
SRR25583605_FUN_004595-T1	SRR25583605_DUR1
SRR25583605_FUN_004596-T1	SRR25583605_HAT1
SRR25583605_FUN_004597-T1	SRR25583605_LSP1
SRR25583605_FUN_004598-T1	SRR25583605_rec8
SRR25583605_FUN_004599-T1	SRR25583605_NPC2
SRR25583605_FUN_004602-T1	SRR25583605_FTH2
SRR25583605_FUN_004604-T1	SRR25583605_BUD14
SRR25583605_FUN_004606-T1	SRR25583605_GPI19
SRR25583605_FUN_004607-T1	SRR25583605_CPA2
SRR25583605_FUN_004608-T1	SRR25583605_SEC17
SRR25583605_FUN_004615-T1	SRR25583605_PGM2
SRR25583605_FUN_004616-T1	SRR25583605_AAT1
SRR25583605_FUN_004617-T1	SRR25583605_ZTA1
SRR25583605_FUN_004618-T1	SRR25583605_HXT5_3
SRR25583605_FUN_004619-T1	SRR25583605_NPY1
SRR25583605_FUN_004621-T1	SRR25583605_PRP45
SRR25583605_FUN_004624-T1	SRR25583605_cbp3
SRR25583605_FUN_004626-T1	SRR25583605_SEO1
SRR25583605_FUN_004627-T1	SRR25583605_srp72
SRR25583605_FUN_004629-T1	SRR25583605_GCV1
SRR25583605_FUN_004631-T1	SRR25583605_TEL1
SRR25583605_FUN_004633-T1	SRR25583605_MRN1
SRR25583605_FUN_004635-T1	SRR25583605_WSC2
SRR25583605_FUN_004637-T1	SRR25583605_RPL23A
SRR25583605_FUN_004638-T1	SRR25583605_SLM2
SRR25583605_FUN_004641-T1	SRR25583605_RPT2
SRR25583605_FUN_004642-T1	SRR25583605_TRX3
SRR25583605_FUN_004643-T1	SRR25583605_puf6
SRR25583605_FUN_004645-T1	SRR25583605_YPT35
SRR25583605_FUN_004646-T1	SRR25583605_TRR1
SRR25583605_FUN_004647-T1	SRR25583605_PEP12
SRR25583605_FUN_004648-T1	SRR25583605_CIA1
SRR25583605_FUN_004649-T1	SRR25583605_HIR2
SRR25583605_FUN_004650-T1	SRR25583605_CKB2
SRR25583605_FUN_004651-T1	SRR25583605_MSW1
SRR25583605_FUN_004654-T1	SRR25583605_PNP1
SRR25583605_FUN_004655-T1	SRR25583605_SEC13
SRR25583605_FUN_004661-T1	SRR25583605_MCM6
SRR25583605_FUN_004662-T1	SRR25583605_PRX1_2
SRR25583605_FUN_004663-T1	SRR25583605_SEF1
SRR25583605_FUN_004664-T1	SRR25583605_ERO1
SRR25583605_FUN_004665-T1	SRR25583605_CCW12
SRR25583605_FUN_004666-T1	SRR25583605_ARG81
SRR25583605_FUN_004667-T1	SRR25583605_DAK2
SRR25583605_FUN_004673-T1	SRR25583605_VAC7
SRR25583605_FUN_004674-T1	SRR25583605_PFK26
SRR25583605_FUN_004676-T1	SRR25583605_MSN5
SRR25583605_FUN_004677-T1	SRR25583605_RPF1
SRR25583605_FUN_004678-T1	SRR25583605_TFB1
SRR25583605_FUN_004680-T1	SRR25583605_RNY1_2
SRR25583605_FUN_004681-T1	SRR25583605_SOD1
SRR25583605_FUN_004685-T1	SRR25583605_AMS1
SRR25583605_FUN_004687-T1	SRR25583605_zuo1
SRR25583605_FUN_004689-T1	SRR25583605_ARL1
SRR25583605_FUN_004690-T1	SRR25583605_TYR1
SRR25583605_FUN_004691-T1	SRR25583605_ERG8
SRR25583605_FUN_004694-T1	SRR25583605_TIM10
SRR25583605_FUN_004695-T1	SRR25583605_CYT2
SRR25583605_FUN_004696-T1	SRR25583605_ERV29
SRR25583605_FUN_004698-T1	SRR25583605_SKI6
SRR25583605_FUN_004699-T1	SRR25583605_GPI14
SRR25583605_FUN_004702-T1	SRR25583605_TFG1
SRR25583605_FUN_004703-T1	SRR25583605_HGH1
SRR25583605_FUN_004710-T1	SRR25583605_CDR3_2
SRR25583605_FUN_004711-T1	SRR25583605_CDC48
SRR25583605_FUN_004714-T1	SRR25583605_SSA3
SRR25583605_FUN_004715-T1	SRR25583605_GCV3
SRR25583605_FUN_004716-T1	SRR25583605_SNC2
SRR25583605_FUN_004717-T1	SRR25583605_ACT1
SRR25583605_FUN_004718-T1	SRR25583605_OSM2
SRR25583605_FUN_004719-T1	SRR25583605_RAD54
SRR25583605_FUN_004720-T1	SRR25583605_YRB30
SRR25583605_FUN_004721-T1	SRR25583605_CUP2
SRR25583605_FUN_004724-T1	SRR25583605_uvi31
SRR25583605_FUN_004725-T1	SRR25583605_PHO91
SRR25583605_FUN_004728-T1	SRR25583605_SET5
SRR25583605_FUN_004730-T1	SRR25583605_MAF1
SRR25583605_FUN_004731-T1	SRR25583605_rhp57
SRR25583605_FUN_004732-T1	SRR25583605_IPP1
SRR25583605_FUN_004733-T1	SRR25583605_SPO11
SRR25583605_FUN_004735-T1	SRR25583605_PHM7
SRR25583605_FUN_004738-T1	SRR25583605_INP51
SRR25583605_FUN_004739-T1	SRR25583605_IRC22
SRR25583605_FUN_004742-T1	SRR25583605_VMA8
SRR25583605_FUN_004743-T1	SRR25583605_SDH1
SRR25583605_FUN_004744-T1	SRR25583605_ppk32
SRR25583605_FUN_004746-T1	SRR25583605_ARC18
SRR25583605_FUN_004747-T1	SRR25583605_ROM2
SRR25583605_FUN_004748-T1	SRR25583605_ELO3
SRR25583605_FUN_004758-T1	SRR25583605_HGT1_1
SRR25583605_FUN_004759-T1	SRR25583605_SKS1
SRR25583605_FUN_004765-T1	SRR25583605_RAM2
SRR25583605_FUN_004767-T1	SRR25583605_YTM1
SRR25583605_FUN_004768-T1	SRR25583605_GUA1
SRR25583605_FUN_004770-T1	SRR25583605_fsf1
SRR25583605_FUN_004771-T1	SRR25583605_ERG12
SRR25583605_FUN_004773-T1	SRR25583605_PPA2
SRR25583605_FUN_004775-T1	SRR25583605_MSU1
SRR25583605_FUN_004779-T1	SRR25583605_SNF5
SRR25583605_FUN_004782-T1	SRR25583605_POL1
SRR25583605_FUN_004783-T1	SRR25583605_VAM3
SRR25583605_FUN_004784-T1	SRR25583605_ATF1
SRR25583605_FUN_004785-T1	SRR25583605_GEF1
SRR25583605_FUN_004787-T1	SRR25583605_SNU13
SRR25583605_FUN_004794-T1	SRR25583605_STE20
SRR25583605_FUN_004795-T1	SRR25583605_MIC10
SRR25583605_FUN_004797-T1	SRR25583605_KAR4
SRR25583605_FUN_004798-T1	SRR25583605_IDP2
SRR25583605_FUN_004799-T1	SRR25583605_CET1
SRR25583605_FUN_004800-T1	SRR25583605_ALG5
SRR25583605_FUN_004802-T1	SRR25583605_LPD1
SRR25583605_FUN_004803-T1	SRR25583605_FRS2
SRR25583605_FUN_004805-T1	SRR25583605_fcf2
SRR25583605_FUN_004806-T1	SRR25583605_STD1
SRR25583605_FUN_004814-T1	SRR25583605_FKS1
SRR25583605_FUN_004815-T1	SRR25583605_MNN11
SRR25583605_FUN_004817-T1	SRR25583605_pso2
SRR25583605_FUN_004821-T1	SRR25583605_TIM21
SRR25583605_FUN_004822-T1	SRR25583605_ALG6
SRR25583605_FUN_004825-T1	SRR25583605_atg6
SRR25583605_FUN_004827-T1	SRR25583605_TMN2
SRR25583605_FUN_004829-T1	SRR25583605_ARG83
SRR25583605_FUN_004831-T1	SRR25583605_vma16
SRR25583605_FUN_004832-T1	SRR25583605_RPN1
SRR25583605_FUN_004833-T1	SRR25583605_cwf16
SRR25583605_FUN_004835-T1	SRR25583605_SEC6
SRR25583605_FUN_004836-T1	SRR25583605_PBP1
SRR25583605_FUN_004839-T1	SRR25583605_nrf1
SRR25583605_FUN_004846-T1	SRR25583605_RRP5
SRR25583605_FUN_004849-T1	SRR25583605_PRP24
SRR25583605_FUN_004850-T1	SRR25583605_CDC60
SRR25583605_FUN_004851-T1	SRR25583605_CDC4
SRR25583605_FUN_004853-T1	SRR25583605_SEC65
SRR25583605_FUN_004854-T1	SRR25583605_URA5
SRR25583605_FUN_004856-T1	SRR25583605_SCS7
SRR25583605_FUN_004857-T1	SRR25583605_ZDS1
SRR25583605_FUN_004858-T1	SRR25583605_RCE1
SRR25583605_FUN_004859-T1	SRR25583605_LYS4
SRR25583605_FUN_000849-T1	SRR25583605_ASF1
SRR25583605_FUN_000852-T1	SRR25583605_VHS2
SRR25583605_FUN_000853-T1	SRR25583605_IMP4
SRR25583605_FUN_000854-T1	SRR25583605_TRK1
SRR25583605_FUN_000856-T1	SRR25583605_URA2
SRR25583605_FUN_000857-T1	SRR25583605_SPT10
SRR25583605_FUN_000859-T1	SRR25583605_SDS3
SRR25583605_FUN_000860-T1	SRR25583605_omh4
SRR25583605_FUN_000861-T1	SRR25583605_HHF1_2
SRR25583605_FUN_000862-T1	SRR25583605_HHT1_2
SRR25583605_FUN_000864-T1	SRR25583605_SIW14
SRR25583605_FUN_000865-T1	SRR25583605_STE2
SRR25583605_FUN_000866-T1	SRR25583605_GAL83
SRR25583605_FUN_000868-T1	SRR25583605_GPR1
SRR25583605_FUN_000869-T1	SRR25583605_SGE1
SRR25583605_FUN_000870-T1	SRR25583605_NUF2
SRR25583605_FUN_000871-T1	SRR25583605_COQ7
SRR25583605_FUN_000874-T1	SRR25583605_SNF1
SRR25583605_FUN_000875-T1	SRR25583605_HST3
SRR25583605_FUN_000876-T1	SRR25583605_PEX29
SRR25583605_FUN_000877-T1	SRR25583605_SNM1
SRR25583605_FUN_000878-T1	SRR25583605_SEF2
SRR25583605_FUN_000882-T1	SRR25583605_SPS1
SRR25583605_FUN_000884-T1	SRR25583605_EXO1
SRR25583605_FUN_000887-T1	SRR25583605_TFB3
SRR25583605_FUN_000888-T1	SRR25583605_AGE1
SRR25583605_FUN_000891-T1	SRR25583605_CCA1
SRR25583605_FUN_000892-T1	SRR25583605_ARO1
SRR25583605_FUN_000894-T1	SRR25583605_MDN1
SRR25583605_FUN_000897-T1	SRR25583605_FPR2
SRR25583605_FUN_000901-T1	SRR25583605_AKR1
SRR25583605_FUN_000902-T1	SRR25583605_REX3
SRR25583605_FUN_000905-T1	SRR25583605_MSH6
SRR25583605_FUN_000908-T1	SRR25583605_ADR1
SRR25583605_FUN_000909-T1	SRR25583605_GRX3
SRR25583605_FUN_000910-T1	SRR25583605_rad17
SRR25583605_FUN_000912-T1	SRR25583605_SLX4
SRR25583605_FUN_000913-T1	SRR25583605_RLF2
SRR25583605_FUN_000916-T1	SRR25583605_txl1
SRR25583605_FUN_000919-T1	SRR25583605_CTA9
SRR25583605_FUN_000920-T1	SRR25583605_TRS20
SRR25583605_FUN_000921-T1	SRR25583605_AIM9
SRR25583605_FUN_000923-T1	SRR25583605_FMO1
SRR25583605_FUN_000924-T1	SRR25583605_SAR1
SRR25583605_FUN_000926-T1	SRR25583605_ASE1
SRR25583605_FUN_000929-T1	SRR25583605_DPL1
SRR25583605_FUN_000930-T1	SRR25583605_HDA2
SRR25583605_FUN_000931-T1	SRR25583605_IRS4
SRR25583605_FUN_000932-T1	SRR25583605_nob1
SRR25583605_FUN_000934-T1	SRR25583605_NOP9
SRR25583605_FUN_000935-T1	SRR25583605_MSD1
SRR25583605_FUN_000937-T1	SRR25583605_KTR4
SRR25583605_FUN_000939-T1	SRR25583605_GTT1
SRR25583605_FUN_000940-T1	SRR25583605_BET4
SRR25583605_FUN_000941-T1	SRR25583605_COX11
SRR25583605_FUN_000943-T1	SRR25583605_NPT1
SRR25583605_FUN_000948-T1	SRR25583605_CYB2
SRR25583605_FUN_000957-T1	SRR25583605_RPB8
SRR25583605_FUN_000962-T1	SRR25583605_ADE6
SRR25583605_FUN_000963-T1	SRR25583605_RPS3
SRR25583605_FUN_000966-T1	SRR25583605_INO80
SRR25583605_FUN_000970-T1	SRR25583605_ALD2
SRR25583605_FUN_000971-T1	SRR25583605_GLY1_2
SRR25583605_FUN_000972-T1	SRR25583605_LYS5
SRR25583605_FUN_000973-T1	SRR25583605_CDC43
SRR25583605_FUN_000975-T1	SRR25583605_PEX14
SRR25583605_FUN_000977-T1	SRR25583605_NUT1
SRR25583605_FUN_000978-T1	SRR25583605_POL3
SRR25583605_FUN_000979-T1	SRR25583605_NIK1
SRR25583605_FUN_000980-T1	SRR25583605_SAP9_4
SRR25583605_FUN_000982-T1	SRR25583605_HLJ1
SRR25583605_FUN_000983-T1	SRR25583605_SPS19_2
SRR25583605_FUN_000984-T1	SRR25583605_MCA1
SRR25583605_FUN_004861-T1	SRR25583605_EPL1
SRR25583605_FUN_004863-T1	SRR25583605_MIS1
SRR25583605_FUN_004867-T1	SRR25583605_RRD1
SRR25583605_FUN_004870-T1	SRR25583605_PCK1
SRR25583605_FUN_004871-T1	SRR25583605_ALK2_2
SRR25583605_FUN_004873-T1	SRR25583605_AGP2
SRR25583605_FUN_004875-T1	SRR25583605_RPL40B
SRR25583605_FUN_004876-T1	SRR25583605_MLP1
SRR25583605_FUN_004877-T1	SRR25583605_QDR1_2
SRR25583605_FUN_004879-T1	SRR25583605_RAT1
SRR25583605_FUN_004887-T1	SRR25583605_ECM31
SRR25583605_FUN_004888-T1	SRR25583605_GLO1
SRR25583605_FUN_004889-T1	SRR25583605_GRX1
SRR25583605_FUN_004890-T1	SRR25583605_PTC6
SRR25583605_FUN_004891-T1	SRR25583605_RSM19
SRR25583605_FUN_004892-T1	SRR25583605_DBP6
SRR25583605_FUN_004895-T1	SRR25583605_tgs1_2
SRR25583605_FUN_004896-T1	SRR25583605_MCM3
SRR25583605_FUN_004897-T1	SRR25583605_NOC4
SRR25583605_FUN_004898-T1	SRR25583605_RPL21A
SRR25583605_FUN_004900-T1	SRR25583605_SET6
SRR25583605_FUN_004901-T1	SRR25583605_PUT4_2
SRR25583605_FUN_004902-T1	SRR25583605_DIP5_1
SRR25583605_FUN_004904-T1	SRR25583605_SSC1
SRR25583605_FUN_004906-T1	SRR25583605_APR1
SRR25583605_FUN_004907-T1	SRR25583605_EXG3
SRR25583605_FUN_004908-T1	SRR25583605_HRQ1
SRR25583605_FUN_004914-T1	SRR25583605_SUI2
SRR25583605_FUN_004919-T1	SRR25583605_PNS1
SRR25583605_FUN_004920-T1	SRR25583605_vps29
SRR25583605_FUN_004921-T1	SRR25583605_CDC36
SRR25583605_FUN_004929-T1	SRR25583605_ADE4
SRR25583605_FUN_004928-T1	SRR25583605_EGD1
SRR25583605_FUN_004930-T1	SRR25583605_DHH1
SRR25583605_FUN_004932-T1	SRR25583605_RIA1
SRR25583605_FUN_004939-T1	SRR25583605_SAM3
SRR25583605_FUN_004942-T1	SRR25583605_GSM1
SRR25583605_FUN_004943-T1	SRR25583605_UFD2
SRR25583605_FUN_004944-T1	SRR25583605_rpl35
SRR25583605_FUN_004945-T1	SRR25583605_ARF1
SRR25583605_FUN_004948-T1	SRR25583605_PHB1
SRR25583605_FUN_004949-T1	SRR25583605_ICP55
SRR25583605_FUN_004953-T1	SRR25583605_PRE9
SRR25583605_FUN_004954-T1	SRR25583605_NCA2
SRR25583605_FUN_004957-T1	SRR25583605_CEM1
SRR25583605_FUN_004961-T1	SRR25583605_NAS6
SRR25583605_FUN_004962-T1	SRR25583605_SNF3
SRR25583605_FUN_004963-T1	SRR25583605_CCC1
SRR25583605_FUN_004964-T1	SRR25583605_NOT5
SRR25583605_FUN_004965-T1	SRR25583605_stp1
SRR25583605_FUN_004966-T1	SRR25583605_GAL11
SRR25583605_FUN_004967-T1	SRR25583605_DIP2
SRR25583605_FUN_004968-T1	SRR25583605_plb1
SRR25583605_FUN_004970-T1	SRR25583605_SSY1
SRR25583605_FUN_004971-T1	SRR25583605_MRH4
SRR25583605_FUN_004973-T1	SRR25583605_NIP7
SRR25583605_FUN_004974-T1	SRR25583605_PUS1
SRR25583605_FUN_004975-T1	SRR25583605_hhp1
SRR25583605_FUN_004978-T1	SRR25583605_ATM1
SRR25583605_FUN_004979-T1	SRR25583605_PDC2
SRR25583605_FUN_004980-T1	SRR25583605_CBF1
SRR25583605_FUN_004981-T1	SRR25583605_MNN4
SRR25583605_FUN_004985-T1	SRR25583605_PRI2
SRR25583605_FUN_004986-T1	SRR25583605_SPT16
SRR25583605_FUN_004987-T1	SRR25583605_YPT31
SRR25583605_FUN_004988-T1	SRR25583605_smb1
SRR25583605_FUN_004989-T1	SRR25583605_CHZ1
SRR25583605_FUN_004990-T1	SRR25583605_CLG1
SRR25583605_FUN_004991-T1	SRR25583605_MIG1
SRR25583605_FUN_004993-T1	SRR25583605_STB4
SRR25583605_FUN_004995-T1	SRR25583605_DBP3
SRR25583605_FUN_004996-T1	SRR25583605_AGP3
SRR25583605_FUN_004998-T1	SRR25583605_VMA9
SRR25583605_FUN_004999-T1	SRR25583605_STP22
SRR25583605_FUN_005000-T1	SRR25583605_CBF5
SRR25583605_FUN_005002-T1	SRR25583605_PEA2
SRR25583605_FUN_005003-T1	SRR25583605_APN2
SRR25583605_FUN_005004-T1	SRR25583605_tbp1
SRR25583605_FUN_005005-T1	SRR25583605_CGR1_2
SRR25583605_FUN_005007-T1	SRR25583605_RCF2_2
SRR25583605_FUN_005009-T1	SRR25583605_sgf73
SRR25583605_FUN_005010-T1	SRR25583605_IPL1
SRR25583605_FUN_005011-T1	SRR25583605_SAC7
SRR25583605_FUN_005012-T1	SRR25583605_LEO1
SRR25583605_FUN_005013-T1	SRR25583605_ADK2_1
SRR25583605_FUN_005014-T1	SRR25583605_ADK2_2
SRR25583605_FUN_005015-T1	SRR25583605_RAD3
SRR25583605_FUN_005017-T1	SRR25583605_hob3_2
SRR25583605_FUN_005019-T1	SRR25583605_RPT1
SRR25583605_FUN_005020-T1	SRR25583605_rpc25
SRR25583605_FUN_005025-T1	SRR25583605_PHO4
SRR25583605_FUN_005026-T1	SRR25583605_RTC4
SRR25583605_FUN_005027-T1	SRR25583605_FOL1
SRR25583605_FUN_005029-T1	SRR25583605_cyp6
SRR25583605_FUN_005028-T1	SRR25583605_GIS2
SRR25583605_FUN_005031-T1	SRR25583605_DCK1
SRR25583605_FUN_005032-T1	SRR25583605_ACP1
SRR25583605_FUN_005033-T1	SRR25583605_sds22
SRR25583605_FUN_005035-T1	SRR25583605_POX1_3
SRR25583605_FUN_005036-T1	SRR25583605_GCD7
SRR25583605_FUN_005038-T1	SRR25583605_COQ5
SRR25583605_FUN_005039-T1	SRR25583605_PYK1
SRR25583605_FUN_005041-T1	SRR25583605_PEX6
SRR25583605_FUN_005040-T1	SRR25583605_MDJ2
SRR25583605_FUN_005042-T1	SRR25583605_RPL31B
SRR25583605_FUN_005047-T1	SRR25583605_VAM6
SRR25583605_FUN_005048-T1	SRR25583605_UTP21
SRR25583605_FUN_005049-T1	SRR25583605_DUS3
SRR25583605_FUN_005050-T1	SRR25583605_YET3
SRR25583605_FUN_005051-T1	SRR25583605_ECM3
SRR25583605_FUN_005053-T1	SRR25583605_POB3
SRR25583605_FUN_005054-T1	SRR25583605_HOM2
SRR25583605_FUN_005055-T1	SRR25583605_RKM5
SRR25583605_FUN_005056-T1	SRR25583605_SAC3
SRR25583605_FUN_005057-T1	SRR25583605_ENT3
SRR25583605_FUN_005058-T1	SRR25583605_CPR3
SRR25583605_FUN_005060-T1	SRR25583605_SNU23
SRR25583605_FUN_005061-T1	SRR25583605_pnk1
SRR25583605_FUN_005062-T1	SRR25583605_AIM36
SRR25583605_FUN_005065-T1	SRR25583605_ZRT2
SRR25583605_FUN_005066-T1	SRR25583605_SNF4
SRR25583605_FUN_005067-T1	SRR25583605_OPT8
SRR25583605_FUN_005068-T1	SRR25583605_PBP2
SRR25583605_FUN_005070-T1	SRR25583605_THR4
SRR25583605_FUN_005071-T1	SRR25583605_TAM41
SRR25583605_FUN_005073-T1	SRR25583605_CAC2
SRR25583605_FUN_005074-T1	SRR25583605_CUE1
SRR25583605_FUN_005076-T1	SRR25583605_HGT3
SRR25583605_FUN_005077-T1	SRR25583605_SEC9
SRR25583605_FUN_005079-T1	SRR25583605_NHP2
SRR25583605_FUN_005081-T1	SRR25583605_SEC26
SRR25583605_FUN_005085-T1	SRR25583605_MRP49
SRR25583605_FUN_005086-T1	SRR25583605_ECM42
